id,search_keyword_groups,keyword_count,keyword_group
42052048,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42053356,การยกเลิกกรมธรรม์,1,1 Topic
42054477,การยกเลิกกรมธรรม์,2,More than 1 topic
42054477,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42055989,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42056749,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42057775,การยกเลิกกรมธรรม์,1,1 Topic
42059891,การยกเลิกกรมธรรม์,1,1 Topic
42061050,การยกเลิกกรมธรรม์,1,1 Topic
42062097,การยกเลิกกรมธรรม์,1,1 Topic
42064222,การยกเลิกกรมธรรม์,1,1 Topic
42065168,การยกเลิกกรมธรรม์,1,1 Topic
42066684,การปฏิเสธจ่ายสินไหม,1,1 Topic
42068194,การยกเลิกกรมธรรม์,2,More than 1 topic
42068194,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42068271,การยกเลิกกรมธรรม์,1,1 Topic
42068433,การยกเลิกกรมธรรม์,1,1 Topic
42069385,การยกเลิกกรมธรรม์,1,1 Topic
42070548,การยกเลิกกรมธรรม์,1,1 Topic
42071151,การยกเลิกกรมธรรม์,1,1 Topic
42071375,การยกเลิกกรมธรรม์,1,1 Topic
42072717,ประกันโควิด,3,More than 1 topic
42072717,การยกเลิกกรมธรรม์,3,More than 1 topic
42072717,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42073830,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42077906,การยกเลิกกรมธรรม์,2,More than 1 topic
42077906,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42078373,การปฏิเสธจ่ายสินไหม,1,1 Topic
42079137,การปฏิเสธจ่ายสินไหม,1,1 Topic
42081457,การปฏิเสธจ่ายสินไหม,1,1 Topic
42083133,การยกเลิกกรมธรรม์,1,1 Topic
42084104,การยกเลิกกรมธรรม์,1,1 Topic
42087957,การปฏิเสธจ่ายสินไหม,1,1 Topic
42089515,ค่าเบี้ยประกัน,1,1 Topic
42090243,การยกเลิกกรมธรรม์,1,1 Topic
42091825,การยกเลิกกรมธรรม์,1,1 Topic
42093338,การปฏิเสธจ่ายสินไหม,1,1 Topic
42093468,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42093679,การปฏิเสธจ่ายสินไหม,1,1 Topic
42095173,การยกเลิกกรมธรรม์,1,1 Topic
42096546,การปฏิเสธจ่ายสินไหม,1,1 Topic
42097410,การยกเลิกกรมธรรม์,1,1 Topic
42097523,การยกเลิกกรมธรรม์,1,1 Topic
42099956,การปฏิเสธจ่ายสินไหม,1,1 Topic
42100386,การยกเลิกกรมธรรม์,1,1 Topic
42101471,การยกเลิกกรมธรรม์,1,1 Topic
42102622,การยกเลิกกรมธรรม์,1,1 Topic
42109454,การยกเลิกกรมธรรม์,1,1 Topic
42110025,การยกเลิกกรมธรรม์,1,1 Topic
42110367,การยกเลิกกรมธรรม์,2,More than 1 topic
42110367,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42110972,การปฏิเสธจ่ายสินไหม,1,1 Topic
42114718,การยกเลิกกรมธรรม์,1,1 Topic
42117263,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42121247,การยกเลิกกรมธรรม์,1,1 Topic
42123443,การยกเลิกกรมธรรม์,1,1 Topic
42123478,การยกเลิกกรมธรรม์,1,1 Topic
42124313,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42124313,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42125028,การยกเลิกกรมธรรม์,2,More than 1 topic
42125028,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42125711,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42125711,ค่าเบี้ยประกัน,2,More than 1 topic
42135579,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42135854,การยกเลิกกรมธรรม์,1,1 Topic
42136513,การยกเลิกกรมธรรม์,1,1 Topic
42137374,การยกเลิกกรมธรรม์,1,1 Topic
42137824,การยกเลิกกรมธรรม์,1,1 Topic
42138857,ค่าเบี้ยประกัน,1,1 Topic
42139425,การยกเลิกกรมธรรม์,1,1 Topic
42141294,การยกเลิกกรมธรรม์,1,1 Topic
42144766,ประกันโควิด,2,More than 1 topic
42144766,ค่าเบี้ยประกัน,2,More than 1 topic
42147945,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42147945,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42147945,ค่าเบี้ยประกัน,3,More than 1 topic
42148722,การยกเลิกกรมธรรม์,2,More than 1 topic
42148722,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42149187,การยกเลิกกรมธรรม์,1,1 Topic
42150912,การปฏิเสธจ่ายสินไหม,1,1 Topic
42151649,การยกเลิกกรมธรรม์,2,More than 1 topic
42151649,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42157487,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42158390,การปฏิเสธจ่ายสินไหม,1,1 Topic
42160316,การยกเลิกกรมธรรม์,1,1 Topic
42161095,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42162601,การยกเลิกกรมธรรม์,1,1 Topic
42164690,ค่าเบี้ยประกัน,1,1 Topic
42167489,ประกันโควิด,2,More than 1 topic
42167489,การยกเลิกกรมธรรม์,2,More than 1 topic
42169732,การยกเลิกกรมธรรม์,1,1 Topic
42169878,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42171448,การปฏิเสธจ่ายสินไหม,1,1 Topic
42172172,ประกันโควิด,1,1 Topic
42172709,การยกเลิกกรมธรรม์,2,More than 1 topic
42172709,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42172739,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42174194,การยกเลิกกรมธรรม์,1,1 Topic
42174236,ค่าเบี้ยประกัน,1,1 Topic
42174544,การยกเลิกกรมธรรม์,1,1 Topic
42175694,ค่าเบี้ยประกัน,1,1 Topic
42176570,การปฏิเสธจ่ายสินไหม,1,1 Topic
42176577,การยกเลิกกรมธรรม์,1,1 Topic
42178285,การยกเลิกกรมธรรม์,1,1 Topic
42179585,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42180029,การยกเลิกกรมธรรม์,1,1 Topic
42180129,การยกเลิกกรมธรรม์,1,1 Topic
42181473,การยกเลิกกรมธรรม์,1,1 Topic
42182763,การยกเลิกกรมธรรม์,1,1 Topic
42183444,การยกเลิกกรมธรรม์,1,1 Topic
42184837,ประกันโควิด,1,1 Topic
42186861,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42186861,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42190305,การยกเลิกกรมธรรม์,1,1 Topic
42190660,การปฏิเสธจ่ายสินไหม,1,1 Topic
42191904,การยกเลิกกรมธรรม์,1,1 Topic
42193376,การยกเลิกกรมธรรม์,1,1 Topic
42194034,ประกันโควิด,1,1 Topic
42195687,การยกเลิกกรมธรรม์,1,1 Topic
42195828,การยกเลิกกรมธรรม์,1,1 Topic
42197004,การยกเลิกกรมธรรม์,1,1 Topic
42199532,การยกเลิกกรมธรรม์,1,1 Topic
42199550,ค่าเบี้ยประกัน,1,1 Topic
42203269,การปฏิเสธจ่ายสินไหม,1,1 Topic
42206442,การปฏิเสธจ่ายสินไหม,1,1 Topic
42207084,การยกเลิกกรมธรรม์,1,1 Topic
42210322,การยกเลิกกรมธรรม์,1,1 Topic
42212869,การปฏิเสธจ่ายสินไหม,1,1 Topic
42213122,ค่าเบี้ยประกัน,1,1 Topic
42216220,การยกเลิกกรมธรรม์,2,More than 1 topic
42216220,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42217153,การปฏิเสธจ่ายสินไหม,1,1 Topic
42217533,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42217533,ค่าเบี้ยประกัน,2,More than 1 topic
42223748,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42227842,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42227869,การยกเลิกกรมธรรม์,2,More than 1 topic
42227869,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42228640,การยกเลิกกรมธรรม์,1,1 Topic
42229647,ประกันโควิด,2,More than 1 topic
42229647,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42233366,การยกเลิกกรมธรรม์,1,1 Topic
42239175,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42243277,การยกเลิกกรมธรรม์,1,1 Topic
42243437,การยกเลิกกรมธรรม์,2,More than 1 topic
42243437,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42244659,การยกเลิกกรมธรรม์,1,1 Topic
42249037,การปฏิเสธจ่ายสินไหม,1,1 Topic
42249906,การยกเลิกกรมธรรม์,1,1 Topic
42250077,การยกเลิกกรมธรรม์,1,1 Topic
42253135,การยกเลิกกรมธรรม์,2,More than 1 topic
42253135,ค่าเบี้ยประกัน,2,More than 1 topic
42253585,การยกเลิกกรมธรรม์,1,1 Topic
42253589,การยกเลิกกรมธรรม์,1,1 Topic
42254555,การปฏิเสธจ่ายสินไหม,1,1 Topic
42257755,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42260666,การยกเลิกกรมธรรม์,1,1 Topic
42261223,การปฏิเสธจ่ายสินไหม,1,1 Topic
42262731,การยกเลิกกรมธรรม์,1,1 Topic
42262997,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42266919,การยกเลิกกรมธรรม์,1,1 Topic
42267902,การยกเลิกกรมธรรม์,1,1 Topic
42271087,การยกเลิกกรมธรรม์,1,1 Topic
42271126,การยกเลิกกรมธรรม์,1,1 Topic
42271585,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42271585,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42271846,การปฏิเสธจ่ายสินไหม,1,1 Topic
42272624,การยกเลิกกรมธรรม์,2,More than 1 topic
42272624,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42280709,การยกเลิกกรมธรรม์,1,1 Topic
42280839,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42280874,การยกเลิกกรมธรรม์,1,1 Topic
42281925,การปฏิเสธจ่ายสินไหม,1,1 Topic
42282102,การปฏิเสธจ่ายสินไหม,1,1 Topic
42286924,ค่าเบี้ยประกัน,1,1 Topic
42290590,การยกเลิกกรมธรรม์,1,1 Topic
42290696,การปฏิเสธจ่ายสินไหม,1,1 Topic
42291344,การยกเลิกกรมธรรม์,1,1 Topic
42296691,การปฏิเสธจ่ายสินไหม,1,1 Topic
42297235,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42297594,การยกเลิกกรมธรรม์,1,1 Topic
42299716,การยกเลิกกรมธรรม์,2,More than 1 topic
42299716,ค่าเบี้ยประกัน,2,More than 1 topic
42299732,การปฏิเสธจ่ายสินไหม,1,1 Topic
42299929,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42299929,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42301249,การยกเลิกกรมธรรม์,1,1 Topic
42301830,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42303502,การปฏิเสธจ่ายสินไหม,1,1 Topic
42304801,การยกเลิกกรมธรรม์,1,1 Topic
42305675,การยกเลิกกรมธรรม์,1,1 Topic
42306390,การปฏิเสธจ่ายสินไหม,1,1 Topic
42310351,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42311135,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42312453,การยกเลิกกรมธรรม์,1,1 Topic
42313529,การปฏิเสธจ่ายสินไหม,1,1 Topic
42315139,การยกเลิกกรมธรรม์,2,More than 1 topic
42315139,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42315831,การยกเลิกกรมธรรม์,1,1 Topic
42319248,การยกเลิกกรมธรรม์,1,1 Topic
42319518,ประกันโควิด,1,1 Topic
42320208,การยกเลิกกรมธรรม์,1,1 Topic
42320967,การยกเลิกกรมธรรม์,1,1 Topic
42324833,การปฏิเสธจ่ายสินไหม,1,1 Topic
42326683,การปฏิเสธจ่ายสินไหม,1,1 Topic
42327691,ประกันโควิด,3,More than 1 topic
42327691,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42327691,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42328071,การยกเลิกกรมธรรม์,1,1 Topic
42330160,การยกเลิกกรมธรรม์,1,1 Topic
42330476,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42333847,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42340782,การยกเลิกกรมธรรม์,1,1 Topic
42341709,ค่าเบี้ยประกัน,1,1 Topic
42341965,ค่าเบี้ยประกัน,1,1 Topic
42342271,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42342888,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42346198,การปฏิเสธจ่ายสินไหม,1,1 Topic
42349740,การปฏิเสธจ่ายสินไหม,1,1 Topic
42350101,ค่าเบี้ยประกัน,1,1 Topic
42351317,การปฏิเสธจ่ายสินไหม,1,1 Topic
42352510,การยกเลิกกรมธรรม์,3,More than 1 topic
42352510,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42352510,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42354562,การยกเลิกกรมธรรม์,1,1 Topic
42355598,การยกเลิกกรมธรรม์,1,1 Topic
42355653,ค่าเบี้ยประกัน,1,1 Topic
42355685,การยกเลิกกรมธรรม์,1,1 Topic
42356119,การปฏิเสธจ่ายสินไหม,1,1 Topic
42360479,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42360479,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42360479,ค่าเบี้ยประกัน,3,More than 1 topic
42360826,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42361362,การปฏิเสธจ่ายสินไหม,1,1 Topic
42363657,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42363764,การยกเลิกกรมธรรม์,1,1 Topic
42365666,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42367144,ประกันโควิด,3,More than 1 topic
42367144,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42367144,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42369854,การยกเลิกกรมธรรม์,1,1 Topic
42370652,การยกเลิกกรมธรรม์,1,1 Topic
42371039,การยกเลิกกรมธรรม์,1,1 Topic
42371514,ค่าเบี้ยประกัน,1,1 Topic
42371647,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42371857,การยกเลิกกรมธรรม์,2,More than 1 topic
42371857,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42372161,การยกเลิกกรมธรรม์,1,1 Topic
42373772,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42373772,ค่าเบี้ยประกัน,2,More than 1 topic
42375738,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42375871,การยกเลิกกรมธรรม์,2,More than 1 topic
42375871,ค่าเบี้ยประกัน,2,More than 1 topic
42376161,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42376690,การยกเลิกกรมธรรม์,1,1 Topic
42377372,การยกเลิกกรมธรรม์,1,1 Topic
42381417,การปฏิเสธจ่ายสินไหม,1,1 Topic
42383607,การปฏิเสธจ่ายสินไหม,1,1 Topic
42383708,การยกเลิกกรมธรรม์,1,1 Topic
42383936,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42385398,การยกเลิกกรมธรรม์,1,1 Topic
42386781,การยกเลิกกรมธรรม์,1,1 Topic
42387566,การยกเลิกกรมธรรม์,1,1 Topic
42390463,ประกันโควิด,2,More than 1 topic
42390463,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42392234,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42392920,การยกเลิกกรมธรรม์,1,1 Topic
42393715,การปฏิเสธจ่ายสินไหม,1,1 Topic
42399782,การยกเลิกกรมธรรม์,1,1 Topic
42400294,การปฏิเสธจ่ายสินไหม,1,1 Topic
42406426,การปฏิเสธจ่ายสินไหม,1,1 Topic
42410305,การยกเลิกกรมธรรม์,1,1 Topic
42411499,ประกันโควิด,2,More than 1 topic
42411499,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42415271,การยกเลิกกรมธรรม์,2,More than 1 topic
42415271,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42417934,ค่าเบี้ยประกัน,1,1 Topic
42419034,การยกเลิกกรมธรรม์,3,More than 1 topic
42419034,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42419034,ค่าเบี้ยประกัน,3,More than 1 topic
42423713,การปฏิเสธจ่ายสินไหม,1,1 Topic
42423758,การยกเลิกกรมธรรม์,1,1 Topic
42424476,ค่าเบี้ยประกัน,1,1 Topic
42426853,การยกเลิกกรมธรรม์,1,1 Topic
42426997,ค่าเบี้ยประกัน,1,1 Topic
42428120,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42429184,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42432573,การปฏิเสธจ่ายสินไหม,1,1 Topic
42432586,การปฏิเสธจ่ายสินไหม,1,1 Topic
42434168,การยกเลิกกรมธรรม์,1,1 Topic
42436459,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42437662,การยกเลิกกรมธรรม์,1,1 Topic
42437880,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42437880,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42438941,การปฏิเสธจ่ายสินไหม,1,1 Topic
42440170,การยกเลิกกรมธรรม์,2,More than 1 topic
42440170,ค่าเบี้ยประกัน,2,More than 1 topic
42440695,การยกเลิกกรมธรรม์,1,1 Topic
42440716,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42440716,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42440881,การยกเลิกกรมธรรม์,2,More than 1 topic
42440881,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42442397,การยกเลิกกรมธรรม์,1,1 Topic
42449116,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42449116,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42449611,การยกเลิกกรมธรรม์,1,1 Topic
42451162,การยกเลิกกรมธรรม์,1,1 Topic
42451688,การยกเลิกกรมธรรม์,1,1 Topic
42452116,การยกเลิกกรมธรรม์,2,More than 1 topic
42452116,ค่าเบี้ยประกัน,2,More than 1 topic
42452862,การยกเลิกกรมธรรม์,2,More than 1 topic
42452862,ค่าเบี้ยประกัน,2,More than 1 topic
42453267,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42453267,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42453649,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42460485,การยกเลิกกรมธรรม์,1,1 Topic
42463009,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42464034,ประกันโควิด,2,More than 1 topic
42464034,การยกเลิกกรมธรรม์,2,More than 1 topic
42464893,การปฏิเสธจ่ายสินไหม,1,1 Topic
42468097,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42471523,ค่าเบี้ยประกัน,1,1 Topic
42474274,การยกเลิกกรมธรรม์,1,1 Topic
42474697,การยกเลิกกรมธรรม์,1,1 Topic
42475413,การปฏิเสธจ่ายสินไหม,1,1 Topic
42476416,ประกันโควิด,2,More than 1 topic
42476416,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42478663,การปฏิเสธจ่ายสินไหม,1,1 Topic
42479184,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42479831,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42479831,ค่าเบี้ยประกัน,2,More than 1 topic
42481947,การยกเลิกกรมธรรม์,1,1 Topic
42482284,การยกเลิกกรมธรรม์,1,1 Topic
42483836,การยกเลิกกรมธรรม์,1,1 Topic
42488672,การยกเลิกกรมธรรม์,1,1 Topic
42490767,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42491459,การยกเลิกกรมธรรม์,1,1 Topic
42491865,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42494871,การปฏิเสธจ่ายสินไหม,1,1 Topic
42497289,ประกันโควิด,1,1 Topic
42500130,การยกเลิกกรมธรรม์,1,1 Topic
42504921,การปฏิเสธจ่ายสินไหม,1,1 Topic
42506433,การยกเลิกกรมธรรม์,1,1 Topic
42507531,ประกันโควิด,3,More than 1 topic
42507531,การยกเลิกกรมธรรม์,3,More than 1 topic
42507531,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42508087,ประกันโควิด,3,More than 1 topic
42508087,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42508087,ค่าเบี้ยประกัน,3,More than 1 topic
42508658,การยกเลิกกรมธรรม์,1,1 Topic
42514824,การยกเลิกกรมธรรม์,1,1 Topic
42515484,การยกเลิกกรมธรรม์,1,1 Topic
42516432,การยกเลิกกรมธรรม์,1,1 Topic
42516957,การปฏิเสธจ่ายสินไหม,1,1 Topic
42517498,การยกเลิกกรมธรรม์,1,1 Topic
42518764,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42519842,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42520754,การยกเลิกกรมธรรม์,1,1 Topic
42524371,การยกเลิกกรมธรรม์,1,1 Topic
42527236,การยกเลิกกรมธรรม์,1,1 Topic
42527605,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42530329,การยกเลิกกรมธรรม์,1,1 Topic
42531681,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42531681,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42532298,ค่าเบี้ยประกัน,1,1 Topic
42534289,การยกเลิกกรมธรรม์,1,1 Topic
42534457,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42536943,การยกเลิกกรมธรรม์,1,1 Topic
42539173,การยกเลิกกรมธรรม์,1,1 Topic
42543120,ประกันโควิด,3,More than 1 topic
42543120,การยกเลิกกรมธรรม์,3,More than 1 topic
42543120,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42543628,การยกเลิกกรมธรรม์,1,1 Topic
42545273,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42545276,การยกเลิกกรมธรรม์,2,More than 1 topic
42545276,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42546160,การปฏิเสธจ่ายสินไหม,1,1 Topic
42548769,การยกเลิกกรมธรรม์,1,1 Topic
42549006,การยกเลิกกรมธรรม์,1,1 Topic
42550188,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42557592,ประกันโควิด,4,More than 1 topic
42557592,การยกเลิกกรมธรรม์,4,More than 1 topic
42557592,การปฏิเสธจ่ายสินไหม,4,More than 1 topic
42557592,ความล่าช้าในการจ่ายสินไหม,4,More than 1 topic
42559110,การปฏิเสธจ่ายสินไหม,1,1 Topic
42559552,ประกันโควิด,1,1 Topic
42563841,การยกเลิกกรมธรรม์,2,More than 1 topic
42563841,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42564728,การยกเลิกกรมธรรม์,1,1 Topic
42564993,การยกเลิกกรมธรรม์,1,1 Topic
42565215,การยกเลิกกรมธรรม์,1,1 Topic
42565358,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42569235,การปฏิเสธจ่ายสินไหม,1,1 Topic
42572138,การยกเลิกกรมธรรม์,1,1 Topic
42573561,ประกันโควิด,1,1 Topic
42574190,การปฏิเสธจ่ายสินไหม,1,1 Topic
42574411,การยกเลิกกรมธรรม์,1,1 Topic
42575184,การยกเลิกกรมธรรม์,1,1 Topic
42576704,การปฏิเสธจ่ายสินไหม,1,1 Topic
42577224,การปฏิเสธจ่ายสินไหม,1,1 Topic
42586323,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42587684,การยกเลิกกรมธรรม์,1,1 Topic
42589691,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42597265,การยกเลิกกรมธรรม์,1,1 Topic
42597318,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42597451,การปฏิเสธจ่ายสินไหม,1,1 Topic
42599560,การยกเลิกกรมธรรม์,2,More than 1 topic
42599560,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42601082,การยกเลิกกรมธรรม์,1,1 Topic
42603216,การยกเลิกกรมธรรม์,3,More than 1 topic
42603216,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42603216,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42603752,การยกเลิกกรมธรรม์,1,1 Topic
42606879,การยกเลิกกรมธรรม์,1,1 Topic
42609980,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42616637,การยกเลิกกรมธรรม์,1,1 Topic
42617898,การยกเลิกกรมธรรม์,2,More than 1 topic
42617898,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42618466,การยกเลิกกรมธรรม์,1,1 Topic
42619263,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42626812,การยกเลิกกรมธรรม์,2,More than 1 topic
42626812,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42627853,การยกเลิกกรมธรรม์,2,More than 1 topic
42627853,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42634067,การยกเลิกกรมธรรม์,1,1 Topic
42634201,ประกันโควิด,2,More than 1 topic
42634201,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42638362,ประกันโควิด,4,More than 1 topic
42638362,การยกเลิกกรมธรรม์,4,More than 1 topic
42638362,ความล่าช้าในการจ่ายสินไหม,4,More than 1 topic
42638362,ค่าเบี้ยประกัน,4,More than 1 topic
42639475,การปฏิเสธจ่ายสินไหม,1,1 Topic
42639490,การยกเลิกกรมธรรม์,1,1 Topic
42639836,การยกเลิกกรมธรรม์,1,1 Topic
42643584,การปฏิเสธจ่ายสินไหม,1,1 Topic
42645941,การปฏิเสธจ่ายสินไหม,1,1 Topic
42652395,การยกเลิกกรมธรรม์,1,1 Topic
42660160,ค่าเบี้ยประกัน,1,1 Topic
42665678,การยกเลิกกรมธรรม์,1,1 Topic
42670569,การยกเลิกกรมธรรม์,1,1 Topic
42671613,ประกันโควิด,3,More than 1 topic
42671613,การยกเลิกกรมธรรม์,3,More than 1 topic
42671613,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42673675,การยกเลิกกรมธรรม์,1,1 Topic
42677602,การยกเลิกกรมธรรม์,1,1 Topic
42679710,ค่าเบี้ยประกัน,1,1 Topic
42682937,ค่าเบี้ยประกัน,1,1 Topic
42684045,การยกเลิกกรมธรรม์,1,1 Topic
42684081,การยกเลิกกรมธรรม์,3,More than 1 topic
42684081,การปฏิเสธจ่ายสินไหม,3,More than 1 topic
42684081,ความล่าช้าในการจ่ายสินไหม,3,More than 1 topic
42685046,การยกเลิกกรมธรรม์,1,1 Topic
42685189,การยกเลิกกรมธรรม์,2,More than 1 topic
42685189,ค่าเบี้ยประกัน,2,More than 1 topic
42685351,การยกเลิกกรมธรรม์,2,More than 1 topic
42685351,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42685753,ค่าเบี้ยประกัน,1,1 Topic
42689899,ความล่าช้าในการจ่ายสินไหม,1,1 Topic
42691241,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42691241,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42692008,การยกเลิกกรมธรรม์,1,1 Topic
42692547,การยกเลิกกรมธรรม์,1,1 Topic
42693275,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42693275,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42695803,การยกเลิกกรมธรรม์,2,More than 1 topic
42695803,การปฏิเสธจ่ายสินไหม,2,More than 1 topic
42697307,ความล่าช้าในการจ่ายสินไหม,2,More than 1 topic
42697307,ค่าเบี้ยประกัน,2,More than 1 topic
